Job_Titles,Company_Names,Experience_Required,Package_Details,Locations,Skills,Post_Url,Post_Time
Assistant Vice President/Vice President - Data Science and Analytics,Fairdeal Corporate Advisors,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Software DevelopmentData SciencepythonNoSQLGCPHadoopOLAPSpark,https://www.naukri.com/job-listings-assistant-vice-president-vice-president-data-science-and-analytics-fairdeal-corporate-advisors-mumbai-all-areas-10-to-13-years-260923006420,30+ Days Ago
Data Science Engineer || 4+ yrs,Emids,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad/ Secunderabad, Telangana, Bangalore Rural, Karnataka, Chennai, Tamil Nadu",JavascriptingCPythonSQLSemiconductorStatistical analysisDiagnostics,https://www.naukri.com/job-listings-data-science-engineer-4-yrs-emids-noida-uttar-pradesh-bangalore-bengaluru-6-to-9-years-220823007937,25 Days Ago
Analyst-Data Science,Resy,6-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Javadata scienceProgrammingSQLPythondata modelingdata sciencescircuit analysis,https://www.naukri.com/job-listings-analyst-data-science-resy-gurgaon-gurugram-0-to-3-years-050923501726,30+ Days Ago
Intern - Data Science Engineer,Micron Software,3-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",HibernateTomcatdata scienceData collectionJDBCbig dataPentahoAnalytics,https://www.naukri.com/job-listings-intern-data-science-engineer-micron-software-hyderabad-secunderabad-0-to-1-years-230823502339,30+ Days Ago
Data Science Professional,Response Informatics,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Data Sciencedeep learningNLPPower BIpytestData ScientistMachine learningpredictive analytics,https://www.naukri.com/job-listings-data-science-professional-response-informatics-kolkata-mumbai-hyderabad-secunderabad-new-delhi-pune-chennai-bangalore-bengaluru-5-to-10-years-030823501959,24 Days Ago
Data Science Trainer,Super Scholar,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisGITCodingMachine learningPredictive modelingdata visualizationAnalyticsMonitoring,https://www.naukri.com/job-listings-data-science-trainer-super-scholar-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-1-to-3-years-250823501294,29 Days Ago
Data Scientist - Data Science (Regression),Tiger Analytics,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisGITCodingMachine learningPredictive modelingdata visualizationAnalyticsMonitoring,https://www.naukri.com/job-listings-data-scientist-data-science-regression-tiger-analytics-hyderabad-secunderabad-telangana-bangalore-rural-karnataka-chennai-tamil-nadu-5-to-8-years-290923005340,29 Days Ago
Data Science Professional,Coders Brain Pvt Ltd,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Trainingdeep learningtableaudata scienceCodingAnalyticalMachine learningSubject Matter Expert,https://www.naukri.com/job-listings-data-science-professional-coders-brain-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-10-to-15-years-250823500640,30+ Days Ago
Data Scientist - Data Science (Regression),Tiger Analytics,0-1 Yrs,Unpaid,Betul,Cloud computingData managementData modelingMachine learningBusiness intelligenceData miningInformation technologySQL,https://www.naukri.com/job-listings-data-scientist-data-science-regression-tiger-analytics-hyderabad-secunderabad-chennai-bangalore-bengaluru-4-to-9-years-190923501356,Starts in 1-3 months
Software Development Engineer III - Data Sciences,Flipkart,6-10 Yrs,Unpaid,Remote,pythonMachine learningData sciencesqltime seriesstatistical modellingDataData analysis,https://www.naukri.com/job-listings-software-development-engineer-iii-data-sciences-flipkart-internet-private-limited-bangalore-bengaluru-6-to-8-years-031023903175,Starts in 1-3 months
Data Science Engineer,IBM,8-13 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",data scienceCodingConsultingManager Quality ControlRisk managementPortfolio managementAnalyticsSQL,https://www.naukri.com/job-listings-data-science-engineer-ibm-india-pvt-limited-bangalore-bengaluru-6-to-11-years-270923910757,30 Days Ago
Data Science Engineer,IBM,12-15 Yrs,Not disclosed,Bangalore/Bengaluru,Product managementBusiness processERPProduct engineeringCompetitive analysisMachine learningManagement consultingMarket research,https://www.naukri.com/job-listings-data-science-engineer-ibm-india-pvt-limited-bangalore-bengaluru-6-to-10-years-280923906026,30+ Days Ago
Data Science Engineers,Tata Elxsi,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,Operational excellenceEDCManagement systemsClinical trialsHealthcareDocument managementdata visualizationManagement,https://www.naukri.com/job-listings-data-science-engineers-tata-elxsi-ltd-bangalore-bengaluru-3-to-7-years-220223502024,30+ Days Ago
Data Science Intern,Brave Ai Lab,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,Computer scienceAutomationData analysisjQuerydata scienceXMLMachine learningJSON,https://www.naukri.com/job-listings-data-science-intern-brave-artificial-intelligence-laboratory-betul-0-to-1-years-291222501558,30+ Days Ago
Data Science - Intern,MNJ Software,1-3 Yrs,Not disclosed,Mumbai,C++data scienceMachine learningAgileData processingData qualityData miningSQL,https://www.naukri.com/job-listings-data-science-intern-mnj-software-private-limited-remote-0-to-1-years-101122502465,30+ Days Ago
Data Science Lead,TRH Consultancy Services,2-5 Yrs,Not disclosed,"Hybrid - Bangalore/ Bengaluru, Karnataka",data scienceData modelingArtificial IntelligenceMachine learningData structuresOracleCustomer engagementcisco,https://www.naukri.com/job-listings-data-science-lead-trh-consultancy-services-hyderabad-secunderabad-chennai-bangalore-bengaluru-5-to-10-years-260923910334,30+ Days Ago
Advisory Data Science Manager,KPMG Global Services Private Limited,5-7 Yrs,Unpaid,New Delhi,pythondata scienceTeam ManagementPredictive ModelingArtificial IntelligenceNatural Language ProcessingComputer VisionMachine Learning,https://www.naukri.com/job-listings-advisory-data-science-manager-kpmg-india-bangalore-bengaluru-3-to-6-years-010923501904,Starts in 1-3 months
Advisory Data Science Assistant Manager,KPMG Global Services Private Limited,4-7 Yrs,Not disclosed,Mumbai,Supply chainData analysiscustomer analyticsCodingBusiness analyticsAnalyticalMySQLData mining,https://www.naukri.com/job-listings-advisory-data-science-assistant-manager-kpmg-india-bangalore-bengaluru-2-to-5-years-230823502146,23 Days Ago
MACHINE LEARNING / DATA SCIENCE TRAINER,Ethnotech Academy,2-6 Yrs,Not disclosed,Pune,Data analysisdata scienceBusiness analysisDjangoMachine learningApplication developmentData qualityAnalytics,https://www.naukri.com/job-listings-machine-learning-data-science-trainer-ethnotech-academy-bangalore-bengaluru-2-to-5-years-270922500482,30 Days Ago
Junior Software Engineer - Data Science,LogiNext,7-10 Yrs,Not disclosed,Chennai,Computer scienceData analysisOperations researchManager Quality AssuranceCodingProject managementMS OfficePowerpoint,https://www.naukri.com/job-listings-junior-software-engineer-data-science-loginext-solutions-mumbai-0-to-1-years-140922502287,30+ Days Ago
Principal Analyst - Data Science,Factspan Analytics,7-10 Yrs,Not disclosed,Noida,DjangoMachine learningHTMLHTTPmicrosoftAnalyticsFinancial servicesSQL,https://www.naukri.com/job-listings-principal-analyst-data-science-factspan-analytics-bangalore-bengaluru-karnataka-6-to-10-years-260923009565,30+ Days Ago
Data Science Intern,Razor Group Gmbh,3-9 Yrs,Not disclosed,Gurgaon/Gurugram,Trainingdeep learningdata scienceMachine learningdata visualizationBusiness intelligenceAnalyticsPython,https://www.naukri.com/job-listings-data-science-intern-razor-group-gmbh-new-delhi-1-to-2-years-230823501151,30+ Days Ago
"Senior Manager, Data Science",Visa Inc,6-11 Yrs,Not disclosed,New Delhi,PythonData ScienceDataScience,https://www.naukri.com/job-listings-senior-manager-data-science-visa-inc-mumbai-8-to-13-years-041023501189,30+ Days Ago
Senior Product Manager - Data Science & AI,Icertis,10-12 Yrs,Not disclosed,"Hybrid - Gurgaon/ Gurugram, Haryana",Data analysisdata scienceTime series analysisPharmaHealthcareDeploymentmodel developmentData processing,https://www.naukri.com/job-listings-senior-product-manager-data-science-ai-icertis-solutions-pune-12-to-15-years-260923501858,23 Days Ago
"Senior Associate, Data Manager, Clinical Data Sciences",Pfizer,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,data scienceSenior AnalystAnalyticalProgrammingAnalyticsPythonseniordata,https://www.naukri.com/job-listings-senior-associate-data-manager-clinical-data-sciences-pfizer-limited-chennai-4-to-7-years-150923501762,30+ Days Ago
DATA SCIENCE ENGINEER,Twirll,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,Automationdata scienceSenior AnalystData modelingResearchBusiness intelligenceAnalyticsscience,https://www.naukri.com/job-listings-data-science-engineer-twirll-noida-3-to-8-years-270723501140,30+ Days Ago
Data Science Solution Engineer,alight,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,data scienceCodingStaffingMachine learningTechnical leadershipmodel developmentResident ExpertStatistics,https://www.naukri.com/job-listings-data-science-solution-engineer-alight-gurgaon-gurugram-1-to-3-years-231222501557,30+ Days Ago
Data Science Engineer,Consilium Software,5-8 Yrs,Not disclosed,Gurgaon/Gurugram,Machine LearningPythonSQLScienceManagementMachineData ScienceData,https://www.naukri.com/job-listings-data-science-engineer-consilium-software-pvt-ltd-new-delhi-2-to-5-years-140922502324,30+ Days Ago
Data Science Lead,Digilytics AI,3-7 Yrs,Not disclosed,Gurgaon/Gurugram,Supply chainSocial media analyticsMalayalamdata scienceConsultingMachine learningcxoProject delivery,https://www.naukri.com/job-listings-data-science-lead-digilytics-ai-gurgaon-gurugram-haryana-5-to-7-years-041023006063,30+ Days Ago
Data Science Team Manager,Circle K Stores Inc,3-8 Yrs,Not disclosed,Remote,AnalyticalArtificial IntelligenceMachine learningData collectionHealthcareForecastingMonitoringSQL,https://www.naukri.com/job-listings-data-science-team-manager-circle-k-stores-inc-gurgaon-gurugram-4-to-7-years-310523501857,18 Days Ago
Data Science Professional,Coders Brain Pvt Ltd,7-12 Yrs,Not disclosed,Hyderabad/Secunderabad,Water treatmentC++data scienceAnalyticalData miningMATLABAnalyticsSQL,https://www.naukri.com/job-listings-data-science-professional-coders-brain-pvt-ltd-gurgaon-gurugram-2-to-6-years-250823500641,30+ Days Ago
Manager - Data Science,Themathcompany,4-7 Yrs,Not disclosed,Hyderabad/Secunderabad,Cloud computingData analysisTeam managementSASData modelingPHPPerlApache,https://www.naukri.com/job-listings-manager-data-science-themathcompany-bangalore-bengaluru-7-to-10-years-050923501679,30+ Days Ago
Data Science Manager,Digilytics,6-8 Yrs,Not disclosed,Remote,Process automationData analysisSASAnalyticaldata visualizationBusiness intelligenceAnalyticsSQL,https://www.naukri.com/job-listings-data-science-manager-digilytics-gurgaon-gurugram-7-to-10-years-140722501225,30+ Days Ago
Data Science - Trainer,Prime Search,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,Data SciencePytorchArtificial IntelligenceMachine LearningDeep LearningTensorflowIntelligenceMachine,https://www.naukri.com/job-listings-data-science-trainer-prime-search-gurgaon-gurugram-3-to-9-years-140622501981,30+ Days Ago
Data Science Lead,IKS HEALTH,7-12 Yrs,Not disclosed,Hybrid - Chennai,C++data scienceLinuxGCPdevopsAgileNatural language processingWindows,https://www.naukri.com/job-listings-data-science-lead-iks-health-mumbai-all-areas-6-to-11-years-091023000718,22 Days Ago
Data Science Lead,Essenware,2-6 Yrs,Not disclosed,Mumbai,Career developmentData analysisdata scienceMachine learningData qualityForecastingAnalyticsRecruitment,https://www.naukri.com/job-listings-data-science-lead-essenware-private-limted-hyderabad-secunderabad-10-to-12-years-300323500734,30+ Days Ago
Data Science Analyst,Ira Commerce,5-8 Yrs,Unpaid,Gurgaon/Gurugram,Operations researchdata scienceAviationAnalyticalMachine learningData collectionScrumMonitoring,https://www.naukri.com/job-listings-data-science-analyst-ira-commerce-hyderabad-secunderabad-1-to-3-years-061222500032,Starts in 1-3 months
Business & Data Science Analyst,Bairesdev Llc,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,Product engineeringProject managementAnalyticalBusiness analyticsConsultingBillingBusiness intelligenceForecasting,https://www.naukri.com/job-listings-business-data-science-analyst-bairesdev-llc-remote-3-to-6-years-230323500141,30+ Days Ago
Senior Software Engineer - Data Science,Skillety,2-6 Yrs,Not disclosed,Chennai,deep learningStatistical analysisdata scienceNeural networksTime series analysisMachine learningProgrammingSQL,https://www.naukri.com/job-listings-senior-software-engineer-data-science-skillety-bangalore-bengaluru-5-to-7-years-131222500801,21 Days Ago
Lead Data Scientist / Data Science - Manager | GeakMinds | Chennai,GeakMinds Technology Private Limited,8-12 Yrs,Not disclosed,Mumbai,AutomationSimulationAnalyticalArtificial IntelligenceMachine learningAgile methodologyBusiness intelligenceForecasting,https://www.naukri.com/job-listings-lead-data-scientist-data-science-manager-geakminds-chennai-geakminds-technology-private-limited-chennai-5-to-8-years-051023009530,30+ Days Ago
Lead Data Science,Mahindra Mahindra Financial Services Ltd,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,Operations researchSalesdata scienceAnalyticalMachine learningProgrammingResearchStatistics,https://www.naukri.com/job-listings-lead-data-science-mahindra-mahindra-financial-services-ltd-mumbai-3-to-7-years-260923500055,30+ Days Ago
Intern – Computer Science/ Data Analyst,Pratham Edusys,12-15 Yrs,4-9 Lacs PA,Bangalore/Bengaluru(Sector 6 HSR Layout),GISSANPrototypedata scienceData managementSOCMachine learningMaya,https://www.naukri.com/job-listings-intern-computer-science-data-analyst-pratham-edusys-pvt-ltd-gurgaon-gurugram-0-to-1-years-111022500594,30+ Days Ago
AI and Data Science Engineer,Rtwo Healthcare Solutions Llp,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Decision TreeNatural Language ProcessingNeural NetworksRandom ForestData SciencePredictive ModelingpythonLogistic Regression,https://www.naukri.com/job-listings-ai-and-data-science-engineer-rtwo-healthcare-solutions-llp-bangalore-bengaluru-3-to-8-years-240623500271,30+ Days Ago
Senior Digital Innovation Engineer - Data Science,Buckman,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,Computer scienceC++Medical imagingDicomdata scienceFormulationMachine learningHealthcare,https://www.naukri.com/job-listings-senior-digital-innovation-engineer-data-science-buckman-chennai-7-to-12-years-061023500505,30+ Days Ago
Senior Software Engineer - Data Science,LogiNext,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,Career developmentTalent acquisitionSocial mediaIntellectual propertyMachine learningmarket dataStakeholder managementOpen source,https://www.naukri.com/job-listings-senior-software-engineer-data-science-loginext-solutions-mumbai-4-to-7-years-140922502289,30+ Days Ago
Delivery Manager Data Science Operations,Cians Analytics,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,PysparkBigqueryBig DataDataprocPythonVertexSqoopData Flow,https://www.naukri.com/job-listings-delivery-manager-data-science-operations-cians-analytics-bangalore-bengaluru-6-to-8-years-260823501313,30+ Days Ago
Data Science Trainer,NHCLASS,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,deep learningdata scienceStaffingAnalyticalMachine learningProgrammingData miningbig data,https://www.naukri.com/job-listings-data-science-trainer-nhclass-bangalore-bengaluru-1-to-5-years-250923000671,30+ Days Ago
Data Science Specialist,Techsist Solution,1-4 Yrs,Not disclosed,Hyderabad/Secunderabad,Computer scienceData analysisAnalyticalArtificial IntelligenceMachine learningJavascriptAnalyticsSQL,https://www.naukri.com/job-listings-data-science-specialist-techsist-solution-pvt-ltd-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-7-to-12-years-230923501324,30+ Days Ago
"Manager Data Science, Fintech",Booking Holdings,2-7 Yrs,Not disclosed,Remote,Natural Language ProcessingLLMlarge language modelData Sciencegenerative ai servicesArtificial IntelligenceProcessingProcess,https://www.naukri.com/job-listings-manager-data-science-fintech-booking-holdings-bangalore-bengaluru-2-to-6-years-100423501341,30+ Days Ago
Data Science Manager,Xcel Hires Managment Solutions Pvt Ltd,3-8 Yrs,Not disclosed,Chennai,pythonhealthcareData SciencePatient CareHealthcare AnalyticsPower BihealthData Visualization,https://www.naukri.com/job-listings-data-science-manager-xcel-hires-managment-solutions-pvt-ltd-bangalore-bengaluru-5-to-8-years-250523500857,30+ Days Ago
