Job_Titles,Company_Names,Experience_Required,Package_Details,Locations,Skills,Post_Url,Post_Time
Web developer,DC Consultants,5-8 Yrs,Not disclosed,Pune,Help DeskData analysisCustomer Servicecustomer relationshipaccess controlsTelephony supportAsset ManagementVendor Management,https://www.naukri.com/job-listings-web-developer-dc-consultants-pune-10-to-12-years-270422500478,30+ Days Ago
Marketing Executive,Pharm Products,5-10 Yrs,Not disclosed,Chennai,Help DeskData analysisCustomer Servicecustomer relationshipaccess controlsTelephony supportAsset ManagementVendor Management,https://www.naukri.com/job-listings-marketing-executive-pharma-product-pvt-ltd-chennai-2-to-7-years-270420500579,30+ Days Ago
SAP FI Consultant,Gemini Consulting & Services,2-6 Yrs,Not disclosed,Hyderabad,Help Deskdata analysisaccess controlsAdmissionsAsset ManagementplacementsInformationanalysis,https://www.naukri.com/job-listings-sap-fi-consultant-gemini-consulting-services-hyderabad-secunderabad-5-to-8-years-270417500782,30+ Days Ago
PLANNING - SR. ENGINEER,VK Building Services Pvt. Ltd,2-6 Yrs,Not disclosed,Chennai,Help Deskdata analysisaccess controlsAdmissionsAsset ManagementplacementsInformationanalysis,https://www.naukri.com/job-listings-planning-sr-engineer-vk-building-services-pvt-ltd-chennai-5-to-10-years-270417500499,30+ Days Ago
Assistant Manager- Admission,IMS,2-6 Yrs,Not disclosed,Ghaziabad,Help Deskdata analysisaccess controlsAdmissionsAsset ManagementplacementsInformationanalysis,https://www.naukri.com/job-listings-assistant-manager-admission-ims-ghaziabad-2-to-6-years-270416500991,30+ Days Ago
Assistant Registrar,IMS,2-6 Yrs,Not disclosed,Ghaziabad,Help Deskdata analysisaccess controlsAdmissionsAsset ManagementplacementsInformationanalysis,https://www.naukri.com/job-listings-assistant-registrar-ims-ghaziabad-2-to-6-years-270416500989,30+ Days Ago
Assistant Manager- Placements,IMS,2-7 Yrs,Not disclosed,Ghaziabad,Help Deskdata analysisaccess controlsAdmissionsAsset ManagementplacementsInformationanalysis,https://www.naukri.com/job-listings-assistant-manager-placements-ims-ghaziabad-2-to-6-years-270416500986,30+ Days Ago
Manager- Placements,IMS,3-7 Yrs,Not disclosed,Ghaziabad,Strategy consultingChange managementData analysisProject implementationConflict resolutionProject managementAnalyticalFormulation,https://www.naukri.com/job-listings-manager-placements-ims-ghaziabad-2-to-6-years-270416500985,30+ Days Ago
Manager- Admission,IMS,2-5 Yrs,Not disclosed,Ghaziabad,Performance tuningSystem architectureData analysisData migrationJBossSQL TuningWeblogicTroubleshooting,https://www.naukri.com/job-listings-manager-admission-ims-ghaziabad-2-to-7-years-270416500982,30+ Days Ago
Strategic Initiatives Officer (SIO),Woxsen University,8-10 Yrs,Not disclosed,Hyderabad/Secunderabad,Consumer researchLead generationData analysisSalesNetworkingAction planChannel salesMarket research,https://www.naukri.com/job-listings-strategic-initiatives-officer-sio-woxsen-school-of-business-hyderabad-secunderabad-3-to-7-years-270323502503,30+ Days Ago
Performance Engineer,Fusion Plus Solutions Inc,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,Analytical skillsData analysisdata servicesData modelingDatabase designpower biTeam LeaderBusiness intelligence,https://www.naukri.com/job-listings-performance-engineer-fusion-plus-solutions-inc-hyderabad-secunderabad-2-to-5-years-270323502429,30+ Days Ago
Territory Channel Sales Manager,Kissflow,1-5 Yrs,Not disclosed,"New Delhi, Chennai",Help DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTechnologyTelephony supportAsset Management,https://www.naukri.com/job-listings-territory-channel-sales-manager-kissflow-new-delhi-chennai-8-to-10-years-270323502256,30+ Days Ago
Power BI Developer,CVM Solutions,2-6 Yrs,Not disclosed,Hyderabad/Secunderabad,Help DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTelephony supportInformationDesk,https://www.naukri.com/job-listings-power-bi-developer-supplier-io-hyderabad-secunderabad-3-to-5-years-270323500011,30+ Days Ago
Tele Callers,Money Multiplier,1-3 Yrs,Not disclosed,Not Specified,Help DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTelephony supportInformationTelephony,https://www.naukri.com/job-listings-tele-callers-money-multiplier-not-specified-1-to-5-years-270318503266,30+ Days Ago
Customer Service,Sharesvault Management Serices,2-5 Yrs,Not disclosed,Not Specified,Help DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTelephony supportInformationTelephony,https://www.naukri.com/job-listings-customer-service-sharesvault-management-serices-not-specified-2-to-6-years-270318500458,30+ Days Ago
Call Centre Executive,Sharesvault Management Serices,2-5 Yrs,Not disclosed,Not Specified,Help DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTelephony supportInformationEditing,https://www.naukri.com/job-listings-call-centre-executive-sharesvault-management-serices-not-specified-1-to-3-years-270318500444,30+ Days Ago
Oracle SOA Middle Ware,ABJA Consulting Services,2-3 Yrs,Not disclosed,Pune,Order managementShipping lineSupply chain managementData analysisSAPChemicalData managementExport import,https://www.naukri.com/job-listings-oracle-soa-middle-ware-abja-consulting-services-llp-pune-2-to-5-years-270318500375,30+ Days Ago
Video Editors in Hyderabad,Shootorder,1-5 Yrs,Not disclosed,Hyderabad/Secunderabad,Supply chainData analysisOperations planningProcess developmentResearchManagementMerchandisingForecasting,https://www.naukri.com/job-listings-video-editors-in-hyderabad-shootorder-hyderabad-secunderabad-2-to-5-years-270318500279,30+ Days Ago
Customer Service Executive,Perstorp,5-8 Yrs,Not disclosed,Mumbai,Data analysisReservationLife sciencesResearchMarketing researchMarketing strategymanagementmarketing,https://www.naukri.com/job-listings-customer-service-executive-perstorp-chemicals-india-private-limited-mumbai-2-to-3-years-270223501806,30+ Days Ago
AM category,Acme Services,1-4 Yrs,Not disclosed,Mumbai,Data analysisInterpersonal skillsSalesExecutive managementManagementTroubleshootingApplication softwareStrategy development,https://www.naukri.com/job-listings-am-category-acme-services-mumbai-1-to-5-years-270223501573,30+ Days Ago
Marketing Research Manager,Elitebutlers Hospitality Solutions,3-6 Yrs,Not disclosed,Mumbai,Help DeskCustomer Servicedata analysiscustomer relationshipTechnical Support Executiveaccess controlsTelephony supportInformation,https://www.naukri.com/job-listings-marketing-research-manager-elitebutlers-hospitality-solutions-mumbai-5-to-8-years-270223501014,30+ Days Ago
MIS Officer,T7E,10-15 Yrs,Not disclosed,Mumbai,ProcurementSupply chainData analysisDemand planningFood technologyMISForecastingOperations,https://www.naukri.com/job-listings-mis-officer-t7e-aftermarket-connect-pvt-ltd-mumbai-1-to-4-years-270223500520,30+ Days Ago
Tech Support Executive (Tele-Caller),Cloud18 Infotech,3-9 Yrs,Not disclosed,Lucknow,Data analysispower biDeploymentBusiness intelligenceAnalyticsMonitoringSQLTesting,https://www.naukri.com/job-listings-tech-support-executive-tele-caller-cloud18-infotech-pvt-ltd-lucknow-3-to-6-years-270219501131,30+ Days Ago
Planning Manager,Bonzer Business Solutions(BBS),2-5 Yrs,Not disclosed,New Delhi,Help DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTelephony supportVendor ManagementInformation,https://www.naukri.com/job-listings-planning-manager-bonzer-business-solutions-pvt-ltd-new-delhi-10-to-15-years-261222503482,30+ Days Ago
Power BI Developer,Devoint It Solutions,5-7 Yrs,Not disclosed,"Noida, Mohali",Product Managementmarketing strategydata analysisProduct ManagerBrand promotionproduct positioningmarket researchsales,https://www.naukri.com/job-listings-power-bi-developer-devoint-it-solutions-noida-mohali-3-to-9-years-261222500569,30+ Days Ago
SEOExecutive,QLB Marketing Insights,5-8 Yrs,Not disclosed,Pune,Data ScienceCI/CDMachine LearningDataScienceCdMachineContinuous Integration,https://www.naukri.com/job-listings-seoexecutive-qlb-marketing-insights-pune-2-to-5-years-261018501596,30+ Days Ago
Product Manager - Gynaec/Pedia,Eris,2-5 Yrs,Not disclosed,Ahmedabad,Data ScienceAI MLMachine LearningNatural Language ProcessingIPDeep LearningProcessManagement,https://www.naukri.com/job-listings-product-manager-gynaec-pedia-eris-lifesciences-limited-ahmedabad-5-to-7-years-260923908615,30+ Days Ago
MLOps Engineer,TekWissen,3-4 Yrs,Not disclosed,"Chennai, Tamil Nadu",Business administrationQuality InchargeData analysisQuality checkProduct serviceISO 9000Manager Quality ControlQuality Executive,https://www.naukri.com/job-listings-mlops-engineer-tekwissen-chennai-tamil-nadu-5-to-8-years-260923008961,30+ Days Ago
AIML Assistant Manager,Strelema,3-8 Yrs,Not disclosed,"Pune, Maharashtra",Product managementProduct launchData analysisTeam managementPDFWeb developmentMarket researchAnalytics,https://www.naukri.com/job-listings-aiml-assistant-manager-strelema-pune-maharashtra-2-to-5-years-260923007139,30+ Days Ago
Quality Executive,D'source,5-8 Yrs,Not disclosed,Nasik/Nashik,Analytical skillsData analysisSAPData modelingDebuggingJavascriptIssue resolutionHTML,https://www.naukri.com/job-listings-quality-executive-d-source-nasik-nashik-3-to-4-years-260922502267,30+ Days Ago
Product Manager,Prospus Consulting,8-13 Yrs,Not disclosed,Remote,Relationship managementData analysisPharmaCustomer retentionHealthcareCosmeticsBudgetingForecasting,https://www.naukri.com/job-listings-product-manager-prospus-remote-3-to-8-years-260922501586,30+ Days Ago
BI Developer,Sybrant Technologies,5-9 Yrs,Not disclosed,Chennai,PPCData analysisGoogle AnalyticsAnalyticalSEMSEODigital marketingmicrosoft,https://www.naukri.com/job-listings-bi-developer-sybrant-digital-chennai-5-to-8-years-260922501147,30+ Days Ago
National Sales Manager ( NSM ),Miracle Hr Solution,8-11 Yrs,Not disclosed,Vadodara,UI developmentCROCSSData analysissitecoreXMLJavascriptMVC,https://www.naukri.com/job-listings-national-sales-manager-nsm-miracle-hr-solution-pvt-ltd-vadodara-baroda-8-to-13-years-260922500792,30+ Days Ago
Search Engine Marketing ( SEM ) Specialist,GM infotech,2-8 Yrs,Not disclosed,Thane,Data analysisInterpersonal skillsEmployee developmenthrbpManager TechnologyPerformance management systemHRAdvisory,https://www.naukri.com/job-listings-search-engine-marketing-sem-specialist-gm-infotech-thane-5-to-9-years-260823500850,30+ Days Ago
SEO Engineer,Coders Brain Pvt Ltd,1-6 Yrs,Not disclosed,Chennai,IT SkillsCloudDevOpsProject ManagementBPOproject managementBusiness processData analysis,https://www.naukri.com/job-listings-seo-engineer-coders-brain-pvt-ltd-chennai-8-to-11-years-260823500193,30+ Days Ago
HRBP,Coders Brain Pvt Ltd,5-15 Yrs,Not disclosed,Mumbai,Data analysisMedical imagingGITCodingGCPMachine learningData structuresLife sciences,https://www.naukri.com/job-listings-hrbp-coders-brain-pvt-ltd-mumbai-2-to-8-years-260823500172,30+ Days Ago
Auditor,Diverse Lynx,1-7 Yrs,Not disclosed,Chennai,Social MediaData AnalysisCampaignsWeb AnalyticsBrand AwarenessMarketing ExecutivePromotional EventsAdvertising,https://www.naukri.com/job-listings-auditor-diverse-lynx-chennai-1-to-6-years-260822502496,30+ Days Ago
ML Timeseries,Wavelabs Technologies,1-2 Yrs,Not disclosed,Hyderabad/Secunderabad,EMIData analysisSASMISdigital campaignsSSRSMarketing campaignsDigital marketing,https://www.naukri.com/job-listings-ml-timeseries-wavelabs-hyderabad-secunderabad-5-to-15-years-260822501801,30+ Days Ago
Marketing Executive,Mayil Mark Samba Ravai,2-4 Yrs,Not disclosed,Samba,Business processGreen beltData analysisProject documentationProcess improvementAnalyticalSix sigma certifiedProcess excellence,https://www.naukri.com/job-listings-marketing-executive-mayil-mark-samba-ravai-samba-1-to-7-years-260821501141,30+ Days Ago
ASP Dot Net / MVC Developer,Cyberedge,2-3 Yrs,Not disclosed,Nasik/Nashik,BPOGreen beltData analysisManager Quality AssuranceProcess improvementAnalyticalData collectionContinuous improvement,https://www.naukri.com/job-listings-asp-dot-net-mvc-developer-cyberedge-web-solutions-nasik-nashik-1-to-2-years-260821500728,30+ Days Ago
Assistant Manager - BPEX,Motilal Oswal Financial Services (MOFSL),2-3 Yrs,Not disclosed,Mumbai,Data analysisOnline marketingSocial mediaTrend analysisMarketing operationsStakeholder managementAnalyticsRecruitment,https://www.naukri.com/job-listings-assistant-manager-bpex-motilal-oswal-securities-ltd-mumbai-2-to-4-years-260723500585,30+ Days Ago
Supervisor Quality,Concentrix,7-11 Yrs,Not disclosed,Ranchi,TPMData analysisQuality standardsNew model developmentQuality systemsFailure analysisVehicle assemblyIPR,https://www.naukri.com/job-listings-supervisor-quality-stream-global-services-pvt-ltd-ranchi-2-to-3-years-260623501934,30+ Days Ago
Category Marketing Manager,Testbook Edu Solutions,1-3 Yrs,Not disclosed,New Delhi,Data analysisERPWarehouseAnalyticalInventory managementForecastingInventoryAnalytics,https://www.naukri.com/job-listings-category-marketing-manager-testbook-com-new-delhi-2-to-3-years-260623501309,30+ Days Ago
Manager Vehicle Quality Assurance Auto OEM,Concord Talent Hunt,2-7 Yrs,Not disclosed,Pune,Social media marketingData analysisBackendManual testingEmail marketingTest managementMySQLInteraction design,https://www.naukri.com/job-listings-manager-vehicle-quality-assurance-auto-oem-concord-talent-hunt-pune-7-to-11-years-260623500938,30+ Days Ago
Inventory Coordinator,Askaran Binjraj,1-6 Yrs,Not disclosed,Sonitpur,Back Office ExecutiveHelp DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTelephony supportAsset Management,https://www.naukri.com/job-listings-inventory-coordinator-askaran-binjraj-sonitpur-1-to-3-years-260623500611,30+ Days Ago
Freelance Developers,Webnoo Technologies,6-13 Yrs,Not disclosed,Remote,Field operationsData analysisClient servicingSales forecastingmarket dataBudgetingMarket penetrationOperations,https://www.naukri.com/job-listings-freelance-developers-webnoo-technologies-pvt-ltd-remote-2-to-7-years-260623500383,30+ Days Ago
Back Office Executive,Deepak Fasteners,2-7 Yrs,Not disclosed,Chennai,Social media marketingPublic relationsData analysisGoogle AnalyticsNetworkingCampaign managementSocial mediaStrategic planning,https://www.naukri.com/job-listings-back-office-executive-deepak-fasteners-ltd-dfl-group-chennai-1-to-6-years-260618500343,30+ Days Ago
Zonal Sales Manager,Acme Services,2-5 Yrs,Not disclosed,Guwahati,SANData analysisPublishingBrand managementSocial mediaSMSCustomer serviceSEO,https://www.naukri.com/job-listings-zonal-sales-manager-acme-services-guwahati-6-to-13-years-260523501264,30+ Days Ago
Social Media Manager,Moris Media,8-13 Yrs,Not disclosed,Mumbai,UnixData analysisCodingConfiguration managementFunctional testingAgileHealthcareScrum,https://www.naukri.com/job-listings-social-media-manager-moris-media-mumbai-2-to-7-years-260423502153,30+ Days Ago
Artists Community Manager,VIDA & Co.,2-5 Yrs,Not disclosed,Remote,Help DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTelephony supportAsset ManagementVendor Management,https://www.naukri.com/job-listings-artists-community-manager-vida-co-remote-2-to-5-years-260423501864,30+ Days Ago
Senior Quality Engineer - SDET,Clinisys - India,1-2 Yrs,Not disclosed,Kolkata,Business administrationData analysisTime managementStrategic planningMarket researchBrand awarenessPromotional eventsMS Office,https://www.naukri.com/job-listings-senior-quality-engineer-sdet-clinisys-india-kolkata-8-to-13-years-260423501434,30+ Days Ago
Digital Marketing Trainer,Bringle Academy,1-2 Yrs,Not disclosed,Mumbai,Social media marketingAdministrationData analysisGoogle AnalyticsSalesSEMSEOMS Office,https://www.naukri.com/job-listings-digital-marketing-trainer-bringle-excellence-mumbai-2-to-5-years-260417502029,30+ Days Ago
Marketing Executive,Securium Fox Technologies,3-8 Yrs,Not disclosed,Vijayawada,Process auditFinancial statementsData analysisPoliciesFinancial managementTaxationfinancial auditingMonitoring,https://www.naukri.com/job-listings-marketing-executive-securium-fox-technologies-pvt-ltd-vijayawada-1-to-2-years-260320501571,30+ Days Ago
Digital Marketing Executive,Kids Age,3-8 Yrs,Not disclosed,Ahmedabad,Financial statementsData analysisPoliciesFinancial reportingAccountingTimeTaxationfinancial auditing,https://www.naukri.com/job-listings-digital-marketing-executive-kids-age-children-national-newspaper-ahmedabad-1-to-2-years-260319501923,30+ Days Ago
Senior Accountant,Precision Technoplast Pvt. Ltd,5-7 Yrs,Not disclosed,Ahmedabad,Financial statementsData analysisPoliciesFinancial reportingTimeTaxationfinancial auditingMonitoring,https://www.naukri.com/job-listings-senior-accountant-precision-technoplast-pvt-ltd-ahmedabad-3-to-8-years-260318502623,30+ Days Ago
Junior Accountant,Himalayan Explorer,2-5 Yrs,Not disclosed,Kullu/Manali,Help DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTelephony supportInformation,https://www.naukri.com/job-listings-junior-accountant-himalayan-explorer-kullu-manali-3-to-8-years-260318501962,30+ Days Ago
